Tanggal Penjualan,ID Produk,Nama Produk,Kategori,Jumlah Terjual,Harga Satuan,Total Penjualan,HPP Satuan,Total HPP,Profit,Margin (%),Period Status
2024-05-10,97,Kasur Karpet Lipat,Home & Living,1,90000,90000,65000,65000,25000,27.78,Normal
2024-05-10,64,Kasur Busa Tipis,Alat Rumah Tangga,1,110000,110000,86000,86000,24000,21.82,Normal
2024-05-10,6,Rice Cooker Mini,Alat Rumah Tangga,1,90000,90000,71000,71000,19000,21.11,Normal
2024-05-10,80,Sabun Mandi Cair,Kecantikan & Perawatan,2,18000,36000,13000,26000,10000,27.78,Normal
2024-05-10,28,Sikat Lantai Otomatis,Alat Rumah Tangga,1,40000,40000,31000,31000,9000,22.5,Normal
2024-05-10,93,Vitamin C 1000mg,Kesehatan,2,20000,40000,15000,30000,10000,25.0,Normal
2024-05-10,57,Kipas Angin Meja,Elektronik,1,60000,60000,44000,44000,16000,26.67,Normal
2024-05-10,47,Smartwatch Basic,Elektronik,1,120000,120000,95000,95000,25000,20.83,Normal
2024-05-10,35,Topi Baseball,Clothing & Fashion,2,15000,30000,10000,20000,10000,33.33,Normal
2024-05-11,102,Suspending Organizer,Hanger & Penyimpanan,1,20000,20000,14000,14000,6000,30.0,Normal
2024-05-11,24,Payung Lipat Transparan,Aksesori Umum,1,25000,25000,18000,18000,7000,28.0,Normal
2024-05-11,47,Smartwatch Basic,Elektronik,1,120000,120000,90000,90000,30000,25.0,Normal
2024-05-11,34,Rok Wanita Denim,Clothing & Fashion,1,75000,75000,53000,53000,22000,29.33,Normal
2024-05-11,45,Speaker Bluetooth Mini,Elektronik,1,50000,50000,36000,36000,14000,28.0,Normal
2024-05-11,78,Pembersih Lantai Cair,Kebersihan,1,20000,20000,14000,14000,6000,30.0,Normal
2024-05-12,47,Smartwatch Basic,Elektronik,1,120000,120000,86000,86000,34000,28.33,Normal
2024-05-12,101,Gantungan Tas Dinding,Hanger & Penyimpanan,1,15000,15000,11000,11000,4000,26.67,Normal
2024-05-12,77,Baterai AA isi 4pcs,Sembako,1,25000,25000,19000,19000,6000,24.0,Normal
2024-05-13,117,Power Extension 6 Outlet,Aksesori Umum,1,65000,65000,45000,45000,20000,30.77,Normal
2024-05-13,109,Tempat Kartu Kulit,Aksesori Umum,3,20000,60000,15000,45000,15000,25.0,Normal
2024-05-13,93,Vitamin C 1000mg,Kesehatan,2,20000,40000,15000,30000,10000,25.0,Normal
2024-05-13,68,Vas Bunga Plastik,Perlengkapan Rumah,3,15000,45000,11000,33000,12000,26.67,Normal
2024-05-14,12,Gantungan Baju Plastik,Perlengkapan Rumah,24,2500,60000,1000,24000,36000,60.0,Normal
2024-05-14,23,Tas Belanja Lipat,Aksesori Umum,4,10000,40000,7000,28000,12000,30.0,Normal
2024-05-14,67,Stiker Dekorasi Tembok,Perlengkapan Rumah,4,12000,48000,8000,32000,16000,33.33,Normal
2024-05-14,92,Oximeter,Kesehatan,1,130000,130000,94000,94000,36000,27.69,Normal
2024-05-15,29,Sabun Cuci Piring Cair,Sembako,5,12000,60000,9000,45000,15000,25.0,Normal
2024-05-15,9,Kipas Angin USB,Elektronik,1,25000,25000,18000,18000,7000,28.0,Normal
2024-05-15,58,Dispenser Galon Atas,Alat Rumah Tangga,1,120000,120000,89000,89000,31000,25.83,Normal
2024-05-15,74,Sarung Baju Jas,Hanger & Penyimpanan,5,12000,60000,9000,45000,15000,25.0,Normal
2024-05-15,80,Sabun Mandi Cair,Kecantikan & Perawatan,2,18000,36000,14000,28000,8000,22.22,Normal
2024-05-15,73,Remote Universal,Elektronik,4,15000,60000,11000,44000,16000,26.67,Normal
2024-05-15,114,Kantong HP Anti Air,Aksesori Umum,2,20000,40000,14000,28000,12000,30.0,Normal
2024-05-15,96,Sepatu Sandal Jepit,Footwear,2,25000,50000,18000,36000,14000,28.0,Normal
2024-05-16,72,Kabel HDMI 1.5m,Elektronik,2,25000,50000,19000,38000,12000,24.0,Normal
2024-05-16,8,Blender Portable,Alat Rumah Tangga,1,75000,75000,54000,54000,21000,28.0,Normal
2024-05-16,20,Termos Air Panas,Perlengkapan Rumah,1,35000,35000,27000,27000,8000,22.86,Normal
2024-05-16,56,Kotak Perhiasan Kayu,Perlengkapan Rumah,1,35000,35000,27000,27000,8000,22.86,Normal
2024-05-16,116,Kabel Data USB A to C,Aksesori Umum,3,15000,45000,10000,30000,15000,33.33,Normal
2024-05-17,16,Kursi Lipat Ringan,Furniture Ringan,1,70000,70000,50000,50000,20000,28.57,Normal
2024-05-17,106,Tempat HP Rotan,Home & Living,2,25000,50000,18000,36000,14000,28.0,Normal
2024-05-17,6,Rice Cooker Mini,Alat Rumah Tangga,1,90000,90000,71000,71000,19000,21.11,Normal
2024-05-17,43,Mouse Wireless,Elektronik,1,30000,30000,23000,23000,7000,23.33,Normal
2024-05-17,100,Senter LED Waterproof,Elektronik,1,30000,30000,22000,22000,8000,26.67,Normal
2024-05-17,15,Meja Lipat Mini,Furniture Ringan,1,85000,85000,63000,63000,22000,25.88,Normal
2024-05-17,116,Kabel Data USB A to C,Aksesori Umum,4,15000,60000,11000,44000,16000,26.67,Normal
2024-05-18,47,Smartwatch Basic,Elektronik,1,120000,120000,85000,85000,35000,29.17,Normal
2024-05-18,83,Krim Wajah Siang,Kecantikan & Perawatan,1,45000,45000,33000,33000,12000,26.67,Normal
2024-05-18,83,Krim Wajah Siang,Kecantikan & Perawatan,1,45000,45000,35000,35000,10000,22.22,Normal
2024-05-18,111,Casing HP Softcase,Aksesori Umum,1,15000,15000,10000,10000,5000,33.33,Normal
2024-05-18,15,Meja Lipat Mini,Furniture Ringan,1,85000,85000,62000,62000,23000,27.06,Normal
2024-05-18,87,Pensil Alis,Kecantikan & Perawatan,2,10000,20000,7000,14000,6000,30.0,Normal
2024-05-19,113,Tas Selempang Simple,Aksesori Umum,1,45000,45000,33000,33000,12000,26.67,Normal
2024-05-19,30,Lap Microfiber,Perlengkapan Rumah,1,15000,15000,10000,10000,5000,33.33,Normal
2024-05-19,38,Kasur Lipat Camping,Outdoor & Travel,1,140000,140000,111000,111000,29000,20.71,Normal
2024-05-19,89,Hand Sanitizer 60ml,Kesehatan,3,10000,30000,7000,21000,9000,30.0,Normal
2024-05-19,109,Tempat Kartu Kulit,Aksesori Umum,1,20000,20000,15000,15000,5000,25.0,Normal
2024-05-19,91,Thermometer Digital,Kesehatan,1,50000,50000,38000,38000,12000,24.0,Normal
2024-05-19,29,Sabun Cuci Piring Cair,Sembako,1,12000,12000,8000,8000,4000,33.33,Normal
2024-05-19,97,Kasur Karpet Lipat,Home & Living,1,90000,90000,71000,71000,19000,21.11,Normal
2024-05-19,8,Blender Portable,Alat Rumah Tangga,1,75000,75000,55000,55000,20000,26.67,Normal
2024-05-20,55,Payung Golf Besar,Aksesori Umum,1,30000,30000,23000,23000,7000,23.33,Normal
2024-05-20,60,Tempat Bumbu Dapur,Alat Rumah Tangga,3,18000,54000,14000,42000,12000,22.22,Normal
2024-05-20,1,Lampu LED 5W,Elektronik,3,15000,45000,11000,33000,12000,26.67,Normal
2024-05-20,5,Headphone Earbuds,Elektronik,1,45000,45000,31000,31000,14000,31.11,Normal
2024-05-20,88,Lip Balm,Kecantikan & Perawatan,4,12000,48000,8000,32000,16000,33.33,Normal
2024-05-21,40,Kantong Sleeping Bag,Outdoor & Travel,1,75000,75000,53000,53000,22000,29.33,Normal
2024-05-21,100,Senter LED Waterproof,Elektronik,1,30000,30000,23000,23000,7000,23.33,Normal
2024-05-21,102,Suspending Organizer,Hanger & Penyimpanan,3,20000,60000,14000,42000,18000,30.0,Normal
2024-05-21,5,Headphone Earbuds,Elektronik,1,45000,45000,34000,34000,11000,24.44,Normal
2024-05-21,89,Hand Sanitizer 60ml,Kesehatan,5,10000,50000,7000,35000,15000,30.0,Normal
2024-05-22,115,USB Flashdisk 32GB,Aksesori Umum,1,50000,50000,37000,37000,13000,26.0,Normal
2024-05-22,99,Speaker Mini Bluetooth,Elektronik,1,50000,50000,37000,37000,13000,26.0,Normal
2024-05-22,36,Kacamata Hitam Fashion,Clothing & Fashion,1,40000,40000,31000,31000,9000,22.5,Normal
2024-05-22,112,Holder HP Mobil,Aksesori Umum,2,20000,40000,15000,30000,10000,25.0,Normal
2024-05-22,79,Pewangi Ruangan,Kecantikan & Perawatan,3,15000,45000,10000,30000,15000,33.33,Normal
2024-05-22,40,Kantong Sleeping Bag,Outdoor & Travel,1,75000,75000,54000,54000,21000,28.0,Normal
2024-05-22,1,Lampu LED 5W,Elektronik,2,15000,30000,11000,22000,8000,26.67,Normal
2024-05-23,24,Payung Lipat Transparan,Aksesori Umum,1,25000,25000,19000,19000,6000,24.0,Normal
2024-05-23,106,Tempat HP Rotan,Home & Living,2,25000,50000,18000,36000,14000,28.0,Normal
2024-05-23,67,Stiker Dekorasi Tembok,Perlengkapan Rumah,4,12000,48000,8000,32000,16000,33.33,Normal
2024-05-23,54,Gantungan Kunci Logam,Aksesori Umum,24,3000,72000,2000,48000,24000,33.33,Normal
2024-05-23,119,Box Makanan 600ml,Perlengkapan Rumah,7,10000,70000,7000,49000,21000,30.0,Normal
2024-05-23,64,Kasur Busa Tipis,Alat Rumah Tangga,1,110000,110000,82000,82000,28000,25.45,Normal
2024-05-23,18,Dispenser Air Manual,Alat Rumah Tangga,1,150000,150000,106000,106000,44000,29.33,Normal
2024-05-24,38,Kasur Lipat Camping,Outdoor & Travel,1,140000,140000,102000,102000,38000,27.14,Normal
2024-05-24,2,Power Bank 2000mAh,Elektronik,1,35000,35000,25000,25000,10000,28.57,Normal
2024-05-24,35,Topi Baseball,Clothing & Fashion,3,15000,45000,10000,30000,15000,33.33,Normal
2024-05-25,92,Oximeter,Kesehatan,1,130000,130000,94000,94000,36000,27.69,Normal
2024-05-25,82,Kondisioner Rambut,Kecantikan & Perawatan,1,25000,25000,19000,19000,6000,24.0,Normal
2024-05-25,76,Kotak Penyimpanan Plastik,Hanger & Penyimpanan,1,30000,30000,23000,23000,7000,23.33,Normal
2024-05-25,108,Gantungan Baju Dinding,Hanger & Penyimpanan,1,15000,15000,10000,10000,5000,33.33,Normal
2024-05-25,97,Kasur Karpet Lipat,Home & Living,1,90000,90000,67000,67000,23000,25.56,Normal
2024-05-25,23,Tas Belanja Lipat,Aksesori Umum,2,10000,20000,7000,14000,6000,30.0,Normal
2024-05-25,57,Kipas Angin Meja,Elektronik,1,60000,60000,42000,42000,18000,30.0,Normal
2024-05-25,93,Vitamin C 1000mg,Kesehatan,1,20000,20000,15000,15000,5000,25.0,Normal
2024-05-25,10,Panci Teflon 20cm,Alat Rumah Tangga,1,65000,65000,49000,49000,16000,24.62,Normal
2024-05-26,29,Sabun Cuci Piring Cair,Sembako,2,12000,24000,8000,16000,8000,33.33,Normal
2024-05-26,34,Rok Wanita Denim,Clothing & Fashion,1,75000,75000,57000,57000,18000,24.0,Normal
2024-05-26,38,Kasur Lipat Camping,Outdoor & Travel,1,140000,140000,110000,110000,30000,21.43,Normal
2024-05-26,86,Parfum Roll On,Kecantikan & Perawatan,1,15000,15000,10000,10000,5000,33.33,Normal
2024-05-26,54,Gantungan Kunci Logam,Aksesori Umum,7,3000,21000,2000,14000,7000,33.33,Normal
2024-05-26,101,Gantungan Tas Dinding,Hanger & Penyimpanan,1,15000,15000,11000,11000,4000,26.67,Normal
2024-05-26,59,Panci Stainless 24cm,Alat Rumah Tangga,1,85000,85000,67000,67000,18000,21.18,Normal
2024-05-26,78,Pembersih Lantai Cair,Kebersihan,1,20000,20000,15000,15000,5000,25.0,Normal
2024-05-27,48,Power Bank 10000mAh,Elektronik,1,90000,90000,68000,68000,22000,24.44,Normal
2024-05-27,98,Kipas Angin DC,Elektronik,1,40000,40000,28000,28000,12000,30.0,Normal
2024-05-27,5,Headphone Earbuds,Elektronik,1,45000,45000,33000,33000,12000,26.67,Normal
2024-05-28,52,Charger Wireless,Elektronik,1,55000,55000,39000,39000,16000,29.09,Normal
2024-05-28,40,Kantong Sleeping Bag,Outdoor & Travel,1,75000,75000,55000,55000,20000,26.67,Normal
2024-05-28,29,Sabun Cuci Piring Cair,Sembako,5,12000,60000,8000,40000,20000,33.33,Normal
2024-05-28,76,Kotak Penyimpanan Plastik,Hanger & Penyimpanan,1,30000,30000,23000,23000,7000,23.33,Normal
2024-05-29,82,Kondisioner Rambut,Kecantikan & Perawatan,2,25000,50000,19000,38000,12000,24.0,Normal
2024-05-29,43,Mouse Wireless,Elektronik,1,30000,30000,21000,21000,9000,30.0,Normal
2024-05-29,57,Kipas Angin Meja,Elektronik,1,60000,60000,44000,44000,16000,26.67,Normal
2024-05-30,78,Pembersih Lantai Cair,Kebersihan,2,20000,40000,15000,30000,10000,25.0,Normal
2024-05-30,84,Masker Wajah Sheet,Kecantikan & Perawatan,8,8000,64000,5000,40000,24000,37.5,Normal
2024-05-30,77,Baterai AA isi 4pcs,Sembako,2,25000,50000,19000,38000,12000,24.0,Normal
2024-05-30,30,Lap Microfiber,Perlengkapan Rumah,3,15000,45000,11000,33000,12000,26.67,Normal
2024-05-30,90,Masker Medis 50pcs,Kesehatan,2,25000,50000,17000,34000,16000,32.0,Normal
2024-05-30,35,Topi Baseball,Clothing & Fashion,4,15000,60000,11000,44000,16000,26.67,Normal
2024-05-30,6,Rice Cooker Mini,Alat Rumah Tangga,1,90000,90000,69000,69000,21000,23.33,Normal
2024-05-30,22,Kotak Bekal Makanan,Perlengkapan Rumah,2,20000,40000,14000,28000,12000,30.0,Normal
2024-05-31,72,Kabel HDMI 1.5m,Elektronik,2,25000,50000,18000,36000,14000,28.0,Normal
2024-05-31,3,Charger USB-C,Elektronik,2,20000,40000,15000,30000,10000,25.0,Normal
2024-05-31,90,Masker Medis 50pcs,Kesehatan,1,25000,25000,17000,17000,8000,32.0,Normal
2024-05-31,34,Rok Wanita Denim,Clothing & Fashion,1,75000,75000,55000,55000,20000,26.67,Normal
2024-05-31,5,Headphone Earbuds,Elektronik,1,45000,45000,31000,31000,14000,31.11,Normal
2024-05-31,46,Earphone In-Ear,Elektronik,2,25000,50000,18000,36000,14000,28.0,Normal
2024-05-31,54,Gantungan Kunci Logam,Aksesori Umum,17,3000,51000,2000,34000,17000,33.33,Normal
2024-06-01,14,Jam Dinding Digital,Elektronik,1,30000,30000,21000,21000,9000,30.0,Normal
2024-06-01,11,Wajan Penggorengan,Alat Rumah Tangga,1,40000,40000,29000,29000,11000,27.5,Normal
2024-06-01,1,Lampu LED 5W,Elektronik,1,15000,15000,11000,11000,4000,26.67,Normal
2024-06-01,71,Kipas Angin Kecil,Elektronik,1,20000,20000,15000,15000,5000,25.0,Normal
2024-06-01,120,Baskom Plastik 10L,Alat Rumah Tangga,1,25000,25000,19000,19000,6000,24.0,Normal
2024-06-01,102,Suspending Organizer,Hanger & Penyimpanan,1,20000,20000,14000,14000,6000,30.0,Normal
2024-06-03,81,Shampoo Botol,Kecantikan & Perawatan,2,25000,50000,19000,38000,12000,24.0,Normal
2024-06-03,77,Baterai AA isi 4pcs,Sembako,2,25000,50000,18000,36000,14000,28.0,Normal
2024-06-03,89,Hand Sanitizer 60ml,Kesehatan,4,10000,40000,7000,28000,12000,30.0,Normal
2024-06-03,29,Sabun Cuci Piring Cair,Sembako,4,12000,48000,9000,36000,12000,25.0,Normal
2024-06-03,38,Kasur Lipat Camping,Outdoor & Travel,1,140000,140000,107000,107000,33000,23.57,Normal
2024-06-03,36,Kacamata Hitam Fashion,Clothing & Fashion,1,40000,40000,31000,31000,9000,22.5,Normal
2024-06-03,52,Charger Wireless,Elektronik,1,55000,55000,41000,41000,14000,25.45,Normal
2024-06-04,96,Sepatu Sandal Jepit,Footwear,2,25000,50000,18000,36000,14000,28.0,Normal
2024-06-04,53,Sarung Bantal 2 pcs,Home & Living,2,25000,50000,19000,38000,12000,24.0,Normal
2024-06-04,93,Vitamin C 1000mg,Kesehatan,3,20000,60000,14000,42000,18000,30.0,Normal
2024-06-04,38,Kasur Lipat Camping,Outdoor & Travel,1,140000,140000,107000,107000,33000,23.57,Normal
2024-06-04,55,Payung Golf Besar,Aksesori Umum,1,30000,30000,23000,23000,7000,23.33,Normal
2024-06-04,43,Mouse Wireless,Elektronik,1,30000,30000,23000,23000,7000,23.33,Normal
2024-06-04,37,Sepatu Sneakers Pria,Footwear,1,110000,110000,80000,80000,30000,27.27,Normal
2024-06-04,41,Senter LED Senter Senter,Elektronik,2,20000,40000,15000,30000,10000,25.0,Normal
2024-06-04,107,Hiasan Dinding Minimalis,Home & Living,1,30000,30000,22000,22000,8000,26.67,Normal
2024-06-05,79,Pewangi Ruangan,Kecantikan & Perawatan,3,15000,45000,10000,30000,15000,33.33,Normal
2024-06-05,54,Gantungan Kunci Logam,Aksesori Umum,19,3000,57000,2000,38000,19000,33.33,Normal
2024-06-05,61,Piring Plastik Set 10pcs,Perlengkapan Rumah,2,25000,50000,19000,38000,12000,24.0,Normal
2024-06-05,112,Holder HP Mobil,Aksesori Umum,3,20000,60000,14000,42000,18000,30.0,Normal
2024-06-05,37,Sepatu Sneakers Pria,Footwear,1,110000,110000,80000,80000,30000,27.27,Normal
2024-06-05,19,Magic Com Mini,Alat Rumah Tangga,1,130000,130000,93000,93000,37000,28.46,Normal
2024-06-05,82,Kondisioner Rambut,Kecantikan & Perawatan,2,25000,50000,17000,34000,16000,32.0,Normal
2024-06-05,36,Kacamata Hitam Fashion,Clothing & Fashion,1,40000,40000,28000,28000,12000,30.0,Normal
2024-06-06,68,Vas Bunga Plastik,Perlengkapan Rumah,3,15000,45000,11000,33000,12000,26.67,Normal
2024-06-06,72,Kabel HDMI 1.5m,Elektronik,2,25000,50000,17000,34000,16000,32.0,Normal
2024-06-06,31,Baju Kaus Polos,Clothing & Fashion,1,35000,35000,26000,26000,9000,25.71,Normal
2024-06-07,115,USB Flashdisk 32GB,Aksesori Umum,1,50000,50000,39000,39000,11000,22.0,Normal
2024-06-07,92,Oximeter,Kesehatan,1,130000,130000,94000,94000,36000,27.69,Normal
2024-06-07,7,Setrika Mini,Alat Rumah Tangga,1,50000,50000,36000,36000,14000,28.0,Normal
2024-06-07,38,Kasur Lipat Camping,Outdoor & Travel,1,140000,140000,105000,105000,35000,25.0,Normal
2024-06-07,117,Power Extension 6 Outlet,Aksesori Umum,1,65000,65000,49000,49000,16000,24.62,Normal
2024-06-07,2,Power Bank 2000mAh,Elektronik,1,35000,35000,26000,26000,9000,25.71,Normal
2024-06-07,50,Router WiFi Portabel,Elektronik,1,160000,160000,120000,120000,40000,25.0,Normal
2024-06-08,28,Sikat Lantai Otomatis,Alat Rumah Tangga,1,40000,40000,29000,29000,11000,27.5,Normal
2024-06-08,104,Tirai Gorden Jendela,Home & Living,1,75000,75000,53000,53000,22000,29.33,Normal
2024-06-08,24,Payung Lipat Transparan,Aksesori Umum,1,25000,25000,19000,19000,6000,24.0,Normal
2024-06-08,45,Speaker Bluetooth Mini,Elektronik,1,50000,50000,38000,38000,12000,24.0,Normal
2024-06-08,84,Masker Wajah Sheet,Kecantikan & Perawatan,2,8000,16000,6000,12000,4000,25.0,Normal
2024-06-08,14,Jam Dinding Digital,Elektronik,1,30000,30000,23000,23000,7000,23.33,Normal
2024-06-09,44,Keyboard Mechanical,Elektronik,1,150000,150000,105000,105000,45000,30.0,Normal
2024-06-09,53,Sarung Bantal 2 pcs,Home & Living,1,25000,25000,18000,18000,7000,28.0,Normal
2024-06-09,58,Dispenser Galon Atas,Alat Rumah Tangga,1,120000,120000,86000,86000,34000,28.33,Normal
2024-06-09,11,Wajan Penggorengan,Alat Rumah Tangga,1,40000,40000,30000,30000,10000,25.0,Normal
2024-06-10,32,Celana Pendek Casual,Clothing & Fashion,1,45000,45000,32000,32000,13000,28.89,Normal
2024-06-10,6,Rice Cooker Mini,Alat Rumah Tangga,1,90000,90000,66000,66000,24000,26.67,Normal
2024-06-10,101,Gantungan Tas Dinding,Hanger & Penyimpanan,4,15000,60000,10000,40000,20000,33.33,Normal
2024-06-10,43,Mouse Wireless,Elektronik,1,30000,30000,23000,23000,7000,23.33,Normal
2024-06-10,93,Vitamin C 1000mg,Kesehatan,2,20000,40000,15000,30000,10000,25.0,Normal
2024-06-10,61,Piring Plastik Set 10pcs,Perlengkapan Rumah,1,25000,25000,18000,18000,7000,28.0,Normal
2024-06-10,23,Tas Belanja Lipat,Aksesori Umum,5,10000,50000,7000,35000,15000,30.0,Normal
2024-06-11,92,Oximeter,Kesehatan,1,130000,130000,99000,99000,31000,23.85,Normal
2024-06-11,114,Kantong HP Anti Air,Aksesori Umum,3,20000,60000,14000,42000,18000,30.0,Normal
2024-06-11,71,Kipas Angin Kecil,Elektronik,2,20000,40000,15000,30000,10000,25.0,Normal
2024-06-11,97,Kasur Karpet Lipat,Home & Living,1,90000,90000,64000,64000,26000,28.89,Normal
2024-06-11,112,Holder HP Mobil,Aksesori Umum,3,20000,60000,14000,42000,18000,30.0,Normal
2024-06-11,27,Penampung Sampah Rumah,Perlengkapan Rumah,2,22000,44000,15000,30000,14000,31.82,Normal
2024-06-11,91,Thermometer Digital,Kesehatan,1,50000,50000,39000,39000,11000,22.0,Normal
2024-06-13,77,Baterai AA isi 4pcs,Sembako,1,25000,25000,18000,18000,7000,28.0,Normal
2024-06-13,48,Power Bank 10000mAh,Elektronik,1,90000,90000,64000,64000,26000,28.89,Normal
2024-06-13,98,Kipas Angin DC,Elektronik,1,40000,40000,30000,30000,10000,25.0,Normal
2024-06-14,46,Earphone In-Ear,Elektronik,2,25000,50000,19000,38000,12000,24.0,Normal
2024-06-14,30,Lap Microfiber,Perlengkapan Rumah,3,15000,45000,11000,33000,12000,26.67,Normal
2024-06-14,66,Buku Tulis 100 Lembar,Edukasi & Hobi,7,10000,70000,7000,49000,21000,30.0,Normal
2024-06-14,58,Dispenser Galon Atas,Alat Rumah Tangga,1,120000,120000,93000,93000,27000,22.5,Normal
2024-06-14,69,Mini Fan USB,Elektronik,2,25000,50000,19000,38000,12000,24.0,Normal
2024-06-15,37,Sepatu Sneakers Pria,Footwear,1,110000,110000,80000,80000,30000,27.27,Normal
2024-06-15,98,Kipas Angin DC,Elektronik,1,40000,40000,30000,30000,10000,25.0,Normal
2024-06-15,6,Rice Cooker Mini,Alat Rumah Tangga,1,90000,90000,65000,65000,25000,27.78,Normal
2024-06-16,115,USB Flashdisk 32GB,Aksesori Umum,1,50000,50000,36000,36000,14000,28.0,Normal
2024-06-16,99,Speaker Mini Bluetooth,Elektronik,1,50000,50000,38000,38000,12000,24.0,Normal
2024-06-16,97,Kasur Karpet Lipat,Home & Living,1,90000,90000,70000,70000,20000,22.22,Normal
2024-06-16,54,Gantungan Kunci Logam,Aksesori Umum,6,3000,18000,2000,12000,6000,33.33,Normal
2024-06-16,78,Pembersih Lantai Cair,Kebersihan,1,20000,20000,14000,14000,6000,30.0,Normal
2024-06-16,26,Jam Alarm Meja,Elektronik,1,18000,18000,13000,13000,5000,27.78,Normal
2024-06-16,106,Tempat HP Rotan,Home & Living,1,25000,25000,18000,18000,7000,28.0,Normal
2024-06-17,44,Keyboard Mechanical,Elektronik,1,150000,150000,115000,115000,35000,23.33,Normal
2024-06-17,14,Jam Dinding Digital,Elektronik,1,30000,30000,21000,21000,9000,30.0,Normal
2024-06-17,15,Meja Lipat Mini,Furniture Ringan,1,85000,85000,64000,64000,21000,24.71,Normal
2024-06-17,58,Dispenser Galon Atas,Alat Rumah Tangga,1,120000,120000,87000,87000,33000,27.5,Normal
2024-06-17,50,Router WiFi Portabel,Elektronik,1,160000,160000,126000,126000,34000,21.25,Normal
2024-06-18,64,Kasur Busa Tipis,Alat Rumah Tangga,1,110000,110000,80000,80000,30000,27.27,Normal
2024-06-18,63,Benih Cabe Djitu,Perlengkapan Rumah,1,130000,130000,93000,93000,37000,28.46,Normal
2024-06-18,101,Gantungan Tas Dinding,Hanger & Penyimpanan,2,15000,30000,11000,22000,8000,26.67,Normal
2024-06-18,40,Kantong Sleeping Bag,Outdoor & Travel,1,75000,75000,57000,57000,18000,24.0,Normal
2024-06-18,12,Gantungan Baju Plastik,Perlengkapan Rumah,25,2500,62500,1000,25000,37500,60.0,Normal
2024-06-18,57,Kipas Angin Meja,Elektronik,1,60000,60000,46000,46000,14000,23.33,Normal
2024-06-19,50,Router WiFi Portabel,Elektronik,1,160000,160000,114000,114000,46000,28.75,Normal
2024-06-19,38,Kasur Lipat Camping,Outdoor & Travel,1,140000,140000,111000,111000,29000,20.71,Normal
2024-06-19,104,Tirai Gorden Jendela,Home & Living,1,75000,75000,57000,57000,18000,24.0,Normal
2024-06-19,95,Bandana Couple,Clothing & Fashion,3,15000,45000,11000,33000,12000,26.67,Normal
2024-06-19,69,Mini Fan USB,Elektronik,1,25000,25000,18000,18000,7000,28.0,Normal
2024-06-19,35,Topi Baseball,Clothing & Fashion,3,15000,45000,11000,33000,12000,26.67,Normal
2024-06-19,104,Tirai Gorden Jendela,Home & Living,1,75000,75000,59000,59000,16000,21.33,Normal
2024-06-19,49,Flashdisk 64GB,Elektronik,1,120000,120000,94000,94000,26000,21.67,Normal
2024-06-20,89,Hand Sanitizer 60ml,Kesehatan,6,10000,60000,7000,42000,18000,30.0,Normal
2024-06-20,109,Tempat Kartu Kulit,Aksesori Umum,3,20000,60000,15000,45000,15000,25.0,Normal
2024-06-20,44,Keyboard Mechanical,Elektronik,1,150000,150000,112000,112000,38000,25.33,Normal
2024-06-20,93,Vitamin C 1000mg,Kesehatan,3,20000,60000,15000,45000,15000,25.0,Normal
2024-06-20,70,Lampu Emergency,Elektronik,1,35000,35000,27000,27000,8000,22.86,Normal
2024-06-20,94,Minyak Kayu Putih,Obat Tradisional,6,10000,60000,7000,42000,18000,30.0,Normal
2024-06-21,35,Topi Baseball,Clothing & Fashion,4,15000,60000,10000,40000,20000,33.33,Normal
2024-06-21,98,Kipas Angin DC,Elektronik,1,40000,40000,30000,30000,10000,25.0,Normal
2024-06-21,29,Sabun Cuci Piring Cair,Sembako,4,12000,48000,9000,36000,12000,25.0,Normal
2024-06-21,77,Baterai AA isi 4pcs,Sembako,2,25000,50000,18000,36000,14000,28.0,Normal
2024-06-21,14,Jam Dinding Digital,Elektronik,1,30000,30000,21000,21000,9000,30.0,Normal
2024-06-21,78,Pembersih Lantai Cair,Kebersihan,2,20000,40000,15000,30000,10000,25.0,Normal
2024-06-21,98,Kipas Angin DC,Elektronik,1,40000,40000,30000,30000,10000,25.0,Normal
2024-06-22,49,Flashdisk 64GB,Elektronik,1,120000,120000,93000,93000,27000,22.5,Normal
2024-06-22,20,Termos Air Panas,Perlengkapan Rumah,1,35000,35000,26000,26000,9000,25.71,Normal
2024-06-22,28,Sikat Lantai Otomatis,Alat Rumah Tangga,1,40000,40000,29000,29000,11000,27.5,Normal
2024-06-22,78,Pembersih Lantai Cair,Kebersihan,1,20000,20000,15000,15000,5000,25.0,Normal
2024-06-22,55,Payung Golf Besar,Aksesori Umum,1,30000,30000,22000,22000,8000,26.67,Normal
2024-06-23,77,Baterai AA isi 4pcs,Sembako,1,25000,25000,18000,18000,7000,28.0,Normal
2024-06-23,69,Mini Fan USB,Elektronik,1,25000,25000,17000,17000,8000,32.0,Normal
2024-06-23,97,Kasur Karpet Lipat,Home & Living,1,90000,90000,64000,64000,26000,28.89,Normal
2024-06-23,77,Baterai AA isi 4pcs,Sembako,1,25000,25000,19000,19000,6000,24.0,Normal
2024-06-23,24,Payung Lipat Transparan,Aksesori Umum,1,25000,25000,18000,18000,7000,28.0,Normal
2024-06-23,41,Senter LED Senter Senter,Elektronik,1,20000,20000,15000,15000,5000,25.0,Normal
2024-06-24,100,Senter LED Waterproof,Elektronik,1,30000,30000,21000,21000,9000,30.0,Normal
